No	EventID	REF_MCP_timestamp	DUT_MCP_timestamp	REF_MCP_maxY	DUT_MCP_maxY	REF_MCP_e_peak	DUT_MCP_e_peak	TrackerX	TrackerY	
270	94725	21.9657	2.1795	0.1372	0.0596	3.9468	2.5780	31.3556	24.8745
271	94732	22.2337	2.4323	0.1499	0.1230	4.2807	4.6068	0.0000	0.0000
272	94752	21.9686	2.2421	0.1293	0.0730	3.8364	2.6156	21.7998	21.9060
273	94762	22.2793	2.4471	0.1371	0.1332	3.9363	5.4048	25.4413	25.6581
274	94775	22.3406	2.5495	0.1329	0.1289	3.9809	5.0278	29.8875	25.5304
275	94777	22.3899	2.5387	0.1371	0.1403	3.8813	5.4990	23.0276	25.4602
276	94782	21.7095	1.8954	0.1157	0.0594	3.2639	2.4689	27.5050	21.5163
277	94802	22.0822	2.2855	0.1545	0.0813	4.5149	3.3917	24.1916	21.1689
278	94803	22.1007	2.3114	0.1443	0.0765	4.2161	3.0751	26.3170	29.8437
279	94810	22.0348	2.2074	0.1900	0.0901	5.4403	3.9405	0.0000	0.0000
280	94842	22.0569	2.2601	0.1276	0.0652	3.7216	2.6152	21.1647	26.9972
281	94844	21.9905	2.1950	0.1053	0.0648	3.0403	2.8169	23.5932	31.9630
282	94846	21.6730	1.9108	0.1285	0.0469	3.7269	1.8925	30.2860	22.6800
283	94857	22.2207	2.4280	0.1097	0.1563	3.2390	6.8781	22.1448	25.5938
284	94858	22.1712	2.4023	0.1574	0.1381	4.5204	5.3724	29.4041	26.6990
285	94869	22.2887	2.4468	0.1210	0.1019	3.5826	4.2405	21.9279	23.2306
286	94873	22.0604	2.2290	0.1401	0.0803	4.0922	3.0968	20.5312	24.5749
287	94900	22.0724	2.3211	0.1144	0.0742	3.3967	3.4209	24.0155	30.9764
288	94909	22.2652	2.4394	0.1384	0.1097	4.0210	4.9093	28.2924	21.7093
289	94911	22.3875	2.5690	0.1343	0.2289	3.8495	9.0302	26.6238	25.0573
290	94930	21.7603	1.9898	0.1262	0.0591	3.6549	2.6924	25.8047	20.1231
291	94932	22.2014	2.4122	0.1319	0.1178	3.7533	4.9480	0.0000	0.0000
292	94936	22.3696	2.5487	0.1310	0.1937	3.7341	7.5171	0.0000	0.0000
293	94937	21.8937	2.1121	0.1236	0.0555	3.6752	2.3186	22.6770	21.1517
294	94938	21.3294	1.6554	0.1164	0.0445	3.3645	1.8388	25.8640	20.6180
